precision,recall,threshold
0.034859003640804145,1.0,0.022696473
0.034859397790617475,1.0,0.022802541
0.03485979194934419,1.0,0.022880489
0.03486018611698459,1.0,0.022963427
0.03486058029353897,1.0,0.023086322
0.034860974479007656,1.0,0.023201441
0.03486136867339093,1.0,0.023269573
0.034861762876689094,1.0,0.023325365
0.03486215708890246,1.0,0.02337565
0.034862551310031326,1.0,0.023417337
0.03486294554007599,1.0,0.023809701
0.034863339779036766,1.0,0.024007903
0.03486491682404695,1.0,0.02406738
0.03486531110759279,1.0,0.024120115
0.03486570540005655,1.0,0.024219738
0.03486609970143852,1.0,0.0244875
0.034866494011739024,1.0,0.024691867
0.03486688833095836,1.0,0.024890203
0.03486728265909682,1.0,0.02500844
0.034867676996154714,1.0,0.025167925
0.034868071342132344,1.0,0.025250662
0.03486846569703002,1.0,0.02527541
0.03486886006084803,1.0,0.025373453
0.03486925443358668,1.0,0.025596283
0.03486964881524628,1.0,0.0256541
0.03487004320582713,1.0,0.025933465
0.03487438209110551,1.0,0.026035165
0.03487477658876496,1.0,0.026365371
0.0348751710953496,1.0,0.02641619
0.03489885783498036,1.0,0.026640654
0.034899647947112825,1.0,0.026656322
0.03490004301659535,1.0,0.026772257
0.03490043809502247,1.0,0.026872456
0.03490122827871172,1.0,0.026895933
0.03490162338397446,1.0,0.027070345
0.03490201849818301,1.0,0.027132453
0.03490241362133768,1.0,0.02723566
0.03490280875343877,1.0,0.027257815
0.03490320389448658,1.0,0.02727318
0.034903599044481426,1.0,0.02801783
0.034903994203423605,1.0,0.028197784
0.03490438937131341,1.0,0.028290981
0.034904784548151165,1.0,0.028407382
0.03490517973393716,1.0,0.028422052
0.03490557492867171,1.0,0.028435308
0.03490597013235511,1.0,0.028482297
0.03490636534498766,1.0,0.028491862
0.034906760566569675,1.0,0.02864244
0.03490715579710145,1.0,0.028658628
0.034907551036583294,1.0,0.028714465
0.03490794628501551,1.0,0.02879506
0.034908341542398406,1.0,0.028875154
0.03490873680873228,1.0,0.028884653
0.034909132084017434,1.0,0.028893163
0.03490952736825419,1.0,0.02894811
0.03490992266144282,1.0,0.028958973
0.03491031796358366,1.0,0.028966336
0.03491071327467699,1.0,0.029030595
0.034911108594723135,1.0,0.029115109
0.03491150392372239,1.0,0.029324085
0.034911899261675046,1.0,0.02937905
0.034912294608581425,1.0,0.029508883
0.03491268996444183,1.0,0.029555986
0.034913085329256556,1.0,0.029565219
0.03491348070302591,1.0,0.029696764
0.03491427147742973,1.0,0.02986128
0.0349146668780648,1.0,0.029872809
0.03491506228765572,1.0,0.02990098
0.03491545770620279,1.0,0.029918578
0.034915853133706314,1.0,0.029947992
0.0349162485701666,1.0,0.0300468
0.03491664401558395,1.0,0.030051026
